#This file contains the measurements of lines in the MagE sample. Generated by EW_fitter.py.
#Columns are:
#label: shortlabel of the galaxy/knot
#line_lab: label of the line the code was asked to fit
#obs_wav: observed frame wavelength of the line (A)
#rest_wave: rest frame wavelength of the line (A)
#type: is it emission or ism etc.
#EWr_fit: eqv width as calculated from the Gaussian fit to the line (A)
#EWr__fit_u: error in above qty. (A)
#EWr_sum: eqv width as calculated by summing the flux (A)
#EWr_sum_u: error in above qty. (A)
#f_line: flux i.e. area under Gaussian fit (erg/s/cm^2)
#f_line_u: error in above qty. (erg/s/cm^2)
#med_bin_flux: median of binned fluxes. Each bin is +/-2 sigma wide. There are 5 bins on either side of a group of line asked to be fit, beyond the +/-5 sigma window. This is to take into account the wiggles in the spectrum
#mad_bin_flux: median absolute deviation of the above binned fluxes
#MAD_significance: (f_line - med_bin_flux)/mad_bin_flux. Probably should NOT be USED anymore
#EW_3sig_lim_Schneider: 3sigma upper limit for unresolved OR detection criteria for resolved EWs, as determined using Schneider et al. 1993 prescription
#EW_significance: ratio of EWr_fit to (EW_3sig_lim_Schneider/3). Probably use this for SIGNIFICANCE
#fit_cont: continuum, as from the fit (continuum normalised fit)
#fit_fl: amplitude, as from the fit (continuum normalised fit)
#fit_cen: center, as from the fit (continuum normalised fit)
#fit_cen_u: error in above qty. (A)
#fit_sig: sigma, as from the fit (A)
#zz: Corrected redshift of this line, from the fitted center
#zz_u: error in above qty.
#NaN means the code was unable to fit the line.
#
label	line_lab	obs_wav	rest_wave	type	EWr_fit	EWr_fit_u	EWr_sum	EWr_sum_u	f_line	f_line_u	med_bin_flux	mad_bin_flux	MAD_significance	EW_3sig_lim_Schneider	fit_cont	fit_fl	fit_cen	fit_cen_u	fit_sig	zz	zz_u	EW_significance	f_SNR
S1226+2152	NIV]1486	5835.999	1486.5	EMISSION	-0.0	0.0175	0.6031	0.0413	3.2006e-29	4.8193e-19	-9.0131e-20	1.2856e-18	0.07011	-0.0511	1.0	0.0	5835.1073	10869663078.9	0.7099	2.9254	7312252.3235	0.0	6.64121345424e-11
S1226+2152	SiII1533	6020.2509	1533.4312	FINESTR	-0.0556	0.0299	0.1972	0.0386	1.4179e-18	7.6205e-19	-1.1186e-17	5.8387e-18	2.1587	-0.0444	1.0	0.1189	6019.8309	0.2976	0.7323	2.9257	0.0002	3.75675675676	1.86063906568
S1226+2152	HeII1640	6440.2771	1640.417	EMISSION	-0.0005	0.0453	0.051	0.0433	1.214e-20	1.0678e-18	-2.1488e-18	2.6999e-18	0.80038	-0.0526	1.0	0.0006	6441.2614	94.5141	1.4251	2.9266	0.0576	0.0285171102662	0.0113691702566
S1226+2152	OIII]1660	6520.3361	1660.809	EMISSION	-0.0016	0.0337	0.1378	0.046	3.6005e-20	7.7653e-19	-3.028e-18	2.3933e-18	1.2802	-0.0496	1.0	0.0031	6520.2007	12.9453	0.7932	2.9259	0.0078	0.0967741935484	0.0463665280157
S1226+2152	OIII1666	6541.3049	1666.15	EMISSION	-0.0805	0.0404	0.0571	0.0499	1.8443e-18	9.2579e-19	-1.6401e-18	6.0514e-18	0.5758	-0.0477	1.0	0.1156	6540.3052	0.4169	1.0907	2.9254	0.0003	5.06289308176	1.99213644563
S1226+2152	SiIII1882	7391.5077	1882.707	EMISSION	-0.0	0.0367	0.4365	0.0729	2.1159e-28	6.3628e-19	-5.3854e-18	5.2987e-18	1.0164	-0.0682	1.0	0.0	7392.6373	3907719889.85	0.8991	2.9266	2075585.7868	0.0	3.32542276985e-10
S1226+2152	SiIII1892	7428.1059	1892.029	EMISSION	-0.0	0.0249	0.5812	0.0635	1.0197e-34	4.3235e-19	-5.3523e-18	3.4284e-18	1.5612	-0.1478	1.0	0.0	7429.2411	0.0	0.9036	2.9266	0.0	0.0	2.35850584018e-16
S1226+2152	CIII]1906	7485.6375	1906.683	EMISSION	-0.0607	0.065	0.0402	0.0718	1.0561e-18	1.1309e-18	-7.4406e-18	2.816e-18	3.0173	-0.0591	1.0	0.1044	7484.5278	0.7058	0.9106	2.9254	0.0004	3.08121827411	0.933857989212
S1226+2152	CIII]1908	7493.6897	1908.734	EMISSION	-0.1164	0.0502	0.0391	0.0644	2.0274e-18	8.7428e-19	-7.4406e-18	2.816e-18	3.3622	-0.0608	1.0	0.1784	7493.9195	0.3501	1.0219	2.9261	0.0002	5.74342105263	2.31893672508
S1429+1202	CIII977	3736.613	977.02	EMISSION	-0.0	0.0769	0.5981	0.1925	2.5073e-28	2.0201e-18	6.279e-19	3.833e-17	-0.016381	-0.2064	1.0	0.0	3736.7015	6228418714.19	0.534	2.8246	6374914.2435	0.0	1.2411761794e-10
S1429+1202	NII1084	4147.9223	1084.5659	FINESTR	-0.0	0.0389	1.243	0.0693	2.3875e-36	1.257e-18	2.0028e-19	2.1208e-17	-0.0094434	-0.0785	1.0	0.0	4146.6208	0.0	0.9761	2.8233	0.0	0.0	1.89936356404e-18
S1429+1202	NII1085	4151.6202	1085.5328	FINESTR	-0.0	0.0297	1.1729	0.0707	1.8982e-31	9.5804e-19	2.0028e-19	2.1208e-17	-0.0094434	-0.0787	1.0	0.0	4152.9228	0.0	0.5932	2.8257	0.0	0.0	1.98133689616e-13
S1429+1202	CII1334	5100.449	1334.5323	ISM	0.7451	0.0596	1.1405	0.0439	-2.4275e-17	1.9431e-18	7.7948e-19	3.8563e-18	6.4971	0.0507	1.0	-0.5245	5102.0504	0.1309	2.166	2.8231	0.0001	44.0887573964	12.4929236787
S1429+1202	CII1335b	5108.2431	1335.663	FINESTR	-0.0	3.8513	0.7134	0.0449	3.4748e-28	1.2495e-16	7.7948e-19	3.8563e-18	-0.20213	-0.0521	1.0	0.0	5109.8459	19187267375.4	0.7807	2.8257	14365350.6726	0.0	2.78095238095e-12
S1429+1202	CII1335c	5108.4152	1335.708	EMISSION	-0.1421	3.9753	0.7134	0.0449	4.6116e-18	1.2897e-16	7.7948e-19	3.8563e-18	0.99373	-0.0521	1.0	0.2659	5110.0181	4.0932	0.8158	2.8257	0.0031	8.18234165067	0.0357571528262
S1429+1202	NIV]1486	5685.1192	1486.5	EMISSION	-0.0988	0.11	-0.1546	0.0878	2.7775e-18	3.0925e-18	3.9403e-18	4.2103e-18	-0.27619	-0.065	1.0	0.0624	5686.903	1.7485	2.4142	2.8257	0.0012	4.56	0.898140662894
S1429+1202	HeII1640	6273.7748	1640.417	EMISSION	-0.5324	0.1002	-0.7823	0.0772	1.1572e-17	2.1767e-18	2.6958e-18	3.964e-18	2.2392	-0.0822	1.0	0.3049	6274.6363	0.3803	2.6642	2.825	0.0002	19.4306569343	5.31630449763
S1429+1202	OIII]1660	6351.764	1660.809	EMISSION	-0.1124	0.106	-0.104	0.0814	2.3397e-18	2.2066e-18	-1.1169e-20	4.7099e-18	0.49914	-0.0799	1.0	0.0636	6351.3747	1.874	2.6973	2.8243	0.0011	4.22027534418	1.06031904287
S1429+1202	OIII1666	6372.1907	1666.15	EMISSION	-0.4746	0.1179	-0.4881	0.1126	9.7718e-18	2.4276e-18	9.6088e-19	6.6665e-19	13.217	-0.0874	1.0	0.2676	6370.2467	0.5174	2.706	2.8233	0.0003	16.290617849	4.02529246993
S1429+1202	SiIII1882	7200.4129	1882.707	EMISSION	-0.0	0.0376	0.7507	0.0884	2.5033e-35	5.9134e-19	-3.668e-18	8.9196e-18	0.41123	-0.1104	1.0	0.0	7201.5551	0.0	1.0288	2.8251	0.0	0.0	4.23326681774e-17
S1429+1202	SiIII1892	7236.0649	1892.029	EMISSION	-0.2962	0.1426	-0.2049	0.1538	4.6969e-18	2.261e-18	-2.7808e-18	1.2557e-17	0.59549	-0.1093	1.0	0.2522	7238.3353	0.7801	1.7918	2.8257	0.0004	8.12991765782	2.07735515259
S1429+1202	CIII]1906	7292.1091	1906.683	EMISSION	-0.2642	0.0928	-0.8765	0.1346	4.3111e-18	1.5146e-18	4.3786e-18	2.962e-18	-0.022767	-0.13	1.0	0.2918	7292.4787	0.3622	1.3813	2.8247	0.0002	6.09692307692	2.8463620758
S1429+1202	CIII]1908	7299.9532	1908.734	EMISSION	-0.2694	0.128	-0.4867	0.1207	4.4228e-18	2.1021e-18	4.3786e-18	2.962e-18	0.014914	-0.194	1.0	0.2021	7300.8591	0.7233	2.034	2.825	0.0004	4.16597938144	2.10399124685
S1429+1202	NII]2140	8184.43	2140.0	EMISSION	-0.0	0.0588	1.6168	0.1396	2.2531e-32	1.1382e-18	-2.2653e-17	7.8641e-18	2.8805		1.0	0.0	8186.998	0.0	1.1695	2.8257	0.0		1.97952908101e-14
S1458-0023	CIII977	4383.7226	977.02	EMISSION	-0.0	0.0719	2.5754	0.1911	4.127e-29	8.7939e-19	-9.6724e-18	9.5155e-18	1.0165	-0.2043	1.0	0.0	4384.0158	23631281440.9	0.8241	3.4871	24187101.0224	0.0	4.69302584746e-11
S1458-0023	NII1084	4866.2628	1084.5659	FINESTR	-0.0	0.1016	0.7586	0.1791	3.3425e-26	1.2475e-18	4.1111e-18	6.3577e-18	-0.64663	-0.206	1.0	0.0	4866.5882	39175033.8109	0.9148	3.4871	36120.4735	0.0	2.67935871743e-08
S1458-0023	NII1085	4870.6011	1085.5328	FINESTR	-0.2245	0.2508	-0.011	0.1812	2.7463e-18	3.0691e-18	4.1111e-18	6.3577e-18	-0.21467	-0.2043	1.0	0.1942	4870.9268	1.7037	2.0684	3.4871	0.0016	3.2966226138	0.894822586426
S1458-0023	CII1334	5984.0428	1334.5323	ISM	1.5581	0.1635	2.7416	0.134	-2.6472e-17	2.7774e-18	7.2459e-19	1.6281e-18	16.704	0.1406	1.0	-1.0968	5987.3862	0.1935	2.5412	3.4865	0.0001	33.2453769559	9.53121624541
S1458-0023	CII1335b	5992.8928	1335.663	FINESTR	-0.0	0.4614	2.1588	0.1296	1.5201e-37	7.8434e-18	7.2459e-19	1.6281e-18	-0.44505	-0.1521	1.0	0.0	5993.2935	0.0	1.1266	3.4871	0.0	0.0	1.9380625749e-20
S1458-0023	CII1335c	5993.0947	1335.708	EMISSION	-0.0	0.4481	2.0623	0.1296	1.8267e-37	7.6185e-18	7.2459e-19	1.6281e-18	-0.44505	-0.1524	1.0	0.0	5993.4954	0.0	1.1266	3.4871	0.0	0.0	2.39771608584e-20
S1458-0023	NIV]1486	6669.6728	1486.5	EMISSION	-0.0496	0.2664	-0.4062	0.2303	4.1367e-19	2.224e-18	-1.469e-18	3.3389e-18	0.56385	-0.2476	1.0	0.0313	6670.1187	11.3542	2.8323	3.4871	0.0076	0.600969305331	0.186002697842
S1458-0023	SiII1533	6880.2451	1533.4312	FINESTR	-0.1292	0.1964	0.1006	0.277	9.4101e-19	1.4307e-18	-6.4868e-18	8.1895e-18	0.90699	-0.2868	1.0	0.1788	6880.7051	1.544	1.2934	3.4871	0.001	1.35146443515	0.65772698679
S1458-0023	HeII1640	7360.2722	1640.417	EMISSION			-0.5592	0.3703			6.3892e-18	7.353e-18		-0.2491									
S1458-0023	OIII]1660	7451.7676	1660.809	EMISSION	-0.2173	0.1688	0.2176	0.2607	2.5431e-18	1.9747e-18	9.5031e-18	6.9683e-18	-0.99882	-0.2399	1.0	0.2777	7451.3723	0.8238	1.4008	3.4866	0.0005	2.7173822426	1.28784119107
S1458-0023	OIII1666	7475.7318	1666.15	EMISSION	-0.078	0.3376	-0.0628	0.2884	9.7301e-19	4.2126e-18	9.5031e-18	6.9683e-18	-1.2241	-0.2249	1.0	0.044	7476.2316	10.3601	3.1747	3.4871	0.0062	1.04046242775	0.230976119261
S1527+0652	CIII977	3675.8228	977.02	EMISSION	-0.0	0.1334	1.4831	0.3377	2.5919e-29	1.51e-18	-2.4307e-17	6.5818e-18	3.693	-0.3708	1.0	0.0	3676.0573	46420227588.8	0.6187	2.7625	47512054.6036	0.0	1.71649006623e-11
S1527+0652	NII1084	4080.4406	1084.5659	FINESTR	-0.0	0.046	1.873	0.115	5.0918e-29	1.0322e-18	7.6295e-18	9.3612e-18	-0.81501	-0.1267	1.0	0.0	4080.7009	16374832175.9	0.6868	2.7625	15098051.8343	0.0	4.93295872893e-11
S1527+0652	NII1085	4084.0783	1085.5328	FINESTR	-0.0	0.0453	1.7191	0.1151	5.5143e-35	1.0126e-18	7.6295e-18	9.3612e-18	-0.81501	-0.1261	1.0	0.0	4084.3389	0.0	0.6874	2.7625	0.0	0.0	5.44568437685e-17
S1527+0652	CII1334	5018.3753	1334.5323	ISM	0.9542	0.0796	1.2689	0.0661	-2.7061e-17	2.2578e-18	-2.6604e-18	7.1342e-18	3.4203	0.0712	1.0	-0.6717	5018.7756	0.1331	2.1311	2.7607	0.0001	40.2050561798	11.9855611657
S1527+0652	CII1335b	5025.1382	1335.663	FINESTR	-0.0	30.4911	0.7551	0.0666	1.8036e-27	8.6536e-16	-2.6604e-18	7.1342e-18	0.3729	-0.0761	1.0	0.0	5025.4588	21317665157.3	0.8458	2.7625	15960362.1253	0.0	2.08421928446e-12
S1527+0652	CII1335c	5025.3075	1335.708	EMISSION	-0.0787	30.0805	0.7551	0.0666	2.2328e-18	8.5371e-16	-2.6604e-18	7.1342e-18	0.68587	-0.0761	1.0	0.1396	5025.6281	56.1769	0.8458	2.7625	0.0421	3.10249671485	0.00261540804254
S1527+0652	NIV]1486	5592.6292	1486.5	EMISSION	-0.3115	0.7192	-0.274	0.0486	8.0254e-18	1.8529e-17	9.0597e-19	5.6309e-18	1.2644	-0.0861	1.0	0.1969	5592.986	8.2079	2.375	2.7625	0.0055	10.8536585366	0.433126450429
S1527+0652	SiII1533	5769.1975	1533.4312	FINESTR	-0.1446	0.0664	0.0472	0.087	3.5609e-18	1.634e-18	-1.2222e-17	1.744e-17	0.90494	-0.0979	1.0	0.2236	5769.1871	0.336	0.971	2.7623	0.0002	4.43105209397	2.17925336597
S1527+0652	HeII1640	6171.7081	1640.417	EMISSION	-0.0575	0.0654	0.0166	0.0798	1.4229e-18	1.6205e-18	-1.103e-18	3.7241e-18	0.67826	-0.0912	1.0	0.083	6171.3144	0.8956	1.0388	2.762	0.0005	1.89144736842	0.878062326442
S1527+0652	OIII]1660	6248.4285	1660.809	EMISSION	-0.0898	0.061	-0.079	0.0903	2.2105e-18	1.5026e-18	2.8001e-18	3.4044e-18	-0.1732	-0.0898	1.0	0.1281	6248.8271	0.5373	1.0517	2.7625	0.0003	3.0	1.471116731
S1527+0652	OIII1666	6268.5228	1666.15	EMISSION	-0.3665	0.1038	-0.3625	0.0949	8.9759e-18	2.5431e-18	2.8001e-18	3.4044e-18	1.8141	-0.0895	1.0	0.2156	6268.1229	0.5456	2.5514	2.762	0.0003	12.2849162011	3.52951122646
S1527+0652	SiIII1882	7083.2709	1882.707	EMISSION	-0.1661	0.0782	-0.3137	0.0969	3.6369e-18	1.7125e-18	-1.8649e-18	9.0507e-18	0.60788	-0.1029	1.0	0.1871	7083.7227	0.4689	1.3318	2.7625	0.0002	4.84256559767	2.12373722628
S1527+0652	SiIII1892	7118.3429	1892.029	EMISSION	-0.014	0.064	0.4962	0.2836	3.0518e-19	1.3911e-18	-3.3289e-18	1.3818e-17	0.263	-0.0956	1.0	0.0176	7118.0996	4.1275	1.1981	2.7622	0.0022	0.439330543933	0.219380346488
S1527+0652	CIII]1906	7173.4753	1906.683	EMISSION	-0.2225	0.0684	0.9406	0.0913	4.8342e-18	1.4868e-18	-1.6077e-17	7.8929e-18	2.6493	-0.1038	1.0	0.2766	7173.4316	0.282	1.2074	2.7623	0.0001	6.43063583815	3.25141242938
S1527+0652	CIII]1908	7181.1918	1908.734	EMISSION	-0.0	0.0378	0.3921	0.0904	9.2685e-28	8.2101e-19	-1.6077e-17	7.8929e-18	2.0368	-0.1161	1.0	0.0	7181.646	1502090121.04	1.2087	2.7625	786956.2344	0.0	1.12891438594e-09
S1527+0652	NII]2140	8051.2792	2140.0	EMISSION	-0.343	0.1325	-1.0213	0.1496	8.4095e-18	3.2495e-18	-2.0321e-18	2.4755e-17	0.4218	-0.2004	1.0	0.2923	8051.7928	0.5743	1.7614	2.7625	0.0003	5.13473053892	2.58793660563
S2111-0114	CIII977	3769.0501	977.02	EMISSION	-0.0	0.1314	0.7865	0.3348	4.1721e-27	1.721e-18	7.1231e-18	1.3108e-17	-0.54342	-0.3581	1.0	0.0	3768.4638	390027755.156	0.6666	2.8571	399201.4034	0.0	2.42423009878e-09
S2111-0114	NII1084	4183.9299	1084.5659	FINESTR	-0.0	0.0663	2.0532	0.161	1.6738e-28	1.0855e-18	3.0844e-18	5.4346e-18	-0.56755	-0.1809	1.0	0.0	4184.5806	6821293158.53	0.74	2.8583	6289422.4856	0.0	1.54196222939e-10
S2111-0114	NII1085	4187.6599	1085.5328	FINESTR	-0.0	0.0672	1.3409	0.1612	1.2779e-27	1.0986e-18	3.0844e-18	5.4346e-18	-0.56755	-0.1765	1.0	0.0	4187.0086	912614373.865	0.7407	2.8571	840706.4014	0.0	1.16320771891e-09
S2111-0114	CII1334	5148.2253	1334.5323	ISM	0.2284	0.2019	0.4146	0.1084	-3.2542e-18	2.8763e-18	4.2575e-18	4.0946e-18	1.8345	0.1197	1.0	-0.1608	5149.026	1.8247	2.1862	2.8583	0.0014	5.72431077694	1.13138406981
S2111-0114	CII1335b	5152.5872	1335.663	FINESTR	-0.0	0.0608	0.1839	0.1091	1.0855e-31	8.6605e-19	4.2575e-18	4.0946e-18	-1.0398	-0.1213	1.0	0.0	5153.3886	0.0	0.9113	2.8583	0.0	0.0	1.2533918365e-13
S2111-0114	CII1335c	5152.7608	1335.708	EMISSION	-0.0	0.1082	0.1866	0.1092	1.5422e-31	1.5414e-18	4.2575e-18	4.0946e-18	-1.0398	-0.1213	1.0	0.0	5151.9593	0.0	0.9114	2.8571	0.0	0.0	1.00051900869e-13
S2111-0114	NIV]1486	5734.4711	1486.5	EMISSION	-0.0	0.0549	0.2122	0.1359	3.439e-27	6.9569e-19	-1.4107e-19	3.3588e-18	0.042	-0.1592	1.0	0.0	5735.3629	289569790.612	1.0142	2.8583	194799.7246	0.0	4.9432937084e-09
S2111-0114	SiII1533	5915.5175	1533.4312	FINESTR	-0.1576	0.1389	-0.4713	0.1662	1.8852e-18	1.6616e-18	-3.7421e-19	4.1426e-18	0.54541	-0.1918	1.0	0.2319	5916.3667	0.6865	1.0463	2.8583	0.0004	2.46506777894	1.13456909003
S2111-0114	HeII1640	6328.2367	1640.417	EMISSION	-0.2903	0.1662	-0.9683	0.2481	2.9977e-18	1.7166e-18	4.8157e-18	6.1739e-18	-0.29446	-0.1756	1.0	0.2469	6329.2209	0.8494	1.8092	2.8583	0.0005	4.95956719818	1.74630082722
S2111-0114	OIII]1660	6406.9029	1660.809	EMISSION	-0.0	0.0632	0.3459	0.1595	2.2177e-34	6.1115e-19	1.3918e-18	7.4563e-18	-0.18667	-0.1878	1.0	0.0	6407.8994	0.0	1.1332	2.8583	0.0	0.0	3.62873271701e-16
S2111-0114	OIII1666	6427.5069	1666.15	EMISSION	-0.0469	0.1208	0.8949	0.1603	4.4559e-19	1.1479e-18	1.3918e-18	7.4563e-18	-0.12691	-0.2083	1.0	0.0635	6428.3641	2.2173	1.1368	2.8582	0.0013	0.675468074892	0.388178412754
S2111-0114	SiIII1882	7262.9188	1882.707	EMISSION	-0.254	0.2483	-0.8303	0.2282	1.9287e-18	1.8853e-18	-9.0792e-19	9.3506e-18	0.30337	-0.2319	1.0	0.1267	7264.0484	2.2296	3.0843	2.8583	0.0012	3.28589909444	1.02302020899
S2111-0114	SiIII1892	7298.8803	1892.029	EMISSION	-0.0	0.103	0.3403	0.252	4.0111e-30	8.2441e-19	3.0213e-18	4.6571e-18	-0.64874	-0.2376	1.0	0.0	7297.7451	0.0	1.2909	2.8571	0.0	0.0	4.86541890564e-12
S2111-0114	CIII]1906	7355.411	1906.683	EMISSION	-0.0	0.1132	0.8193	0.2777	1.3852e-31	9.3522e-19	9.7424e-19	7.4478e-18	-0.13081	-0.1941	1.0	0.0	7356.555	0.0	2.3274	2.8583	0.0	0.0	1.4811488206e-13
S2111-0114	CIII]1908	7363.3232	1908.734	EMISSION	-0.0	0.11	-0.4174	0.3041	2.5133e-41	9.0661e-19	9.7424e-19	7.4478e-18	-0.13081	-0.1959	1.0	0.0	7362.1779	0.0	1.3027	2.8571	0.0	0.0	2.77219532103e-23
S2111-0114	NII]2140	8255.478	2140.0	EMISSION	-0.0568	0.3545	-0.101	0.2996	6.8285e-19	4.2623e-18	-1.7779e-18	5.142e-18	0.47856		1.0	0.0249	8256.762	16.3889	3.5058	2.8583	0.0077		0.16020693053
Cosmic~Eye	CIII977	3979.891	977.02	EMISSION	-0.0	0.1182	3.0231	0.2885	1.5206e-29	1.3841e-18	-8.8149e-18	1.5254e-17	0.57786	-0.3295	1.0	0.0	3980.5936	69243336919.2	0.7326	3.0742	70871974.9024	0.0	1.0986200419e-11
Cosmic~Eye	NII1084	4417.9792	1084.5659	FINESTR	-0.0	0.0341	2.3455	0.0891	2.6036e-29	8.6212e-19	3.1264e-19	3.337e-17	-0.009369	-0.0985	1.0	0.0	4417.1983	23265361256.0	0.8132	3.0728	21451311.77	0.0	3.01999721616e-11
Cosmic~Eye	NII1085	4421.9179	1085.5328	FINESTR	-0.0	0.0391	2.6555	0.0892	1.0911e-29	9.9027e-19	3.1264e-19	3.337e-17	-0.009369	-0.1063	1.0	0.0	4421.1363	35165234393.7	0.814	3.0728	32394446.6659	0.0	1.10182071556e-11
Cosmic~Eye	CII1334	5434.6933	1334.5323	ISM	1.473	0.0671	2.6401	0.0447	-6.4175e-17	2.9231e-18	1.437e-19	6.9738e-18	9.2228	0.0485	1.0	-1.0369	5435.8944	0.0863	2.3079	3.0733	0.0001	91.1134020619	21.9544319387
Cosmic~Eye	CII1335b	5440.8232	1335.663	FINESTR	-0.0	0.1934	3.2022	0.044	1.8299e-29	8.4242e-18	1.437e-19	6.9738e-18	-0.020606	-0.049	1.0	0.0	5439.8616	27036761676.4	1.0015	3.0728	20242203.068	0.0	2.17219439235e-12
Cosmic~Eye	CII1335c	5441.0065	1335.708	EMISSION	-0.0	0.1817	3.1753	0.044	1.1696e-29	7.9146e-18	1.437e-19	6.9738e-18	-0.020606	-0.049	1.0	0.0	5440.0448	0.0	1.0016	3.0728	0.0	0.0	1.4777752508e-12
Cosmic~Eye	NIV]1486	6055.2577	1486.5	EMISSION	-0.1325	0.0604	-0.2428	0.053	5.5059e-18	2.5089e-18	7.7566e-20	7.4471e-18	0.72892	-0.0555	1.0	0.0837	6056.328	0.8856	2.5714	3.0742	0.0006	7.16216216216	2.19454741122
Cosmic~Eye	SiII1533	6246.432	1533.4312	FINESTR	-0.0	0.0241	0.8139	0.059	5.1146e-29	9.5684e-19	-1.0229e-17	1.8118e-17	0.56458	-0.094	1.0	0.0	6245.3279	16218659668.2	1.1498	3.0728	10576711.67	0.0	5.34530329e-11
Cosmic~Eye	HeII1640	6682.2386	1640.417	EMISSION	-0.1798	0.0601	-0.4812	0.0531	7.0097e-18	2.3437e-18	4.2342e-18	1.7771e-17	0.15617	-0.0543	1.0	0.103	6683.3207	0.716	2.8377	3.0742	0.0004	9.93370165746	2.99086913854
Cosmic~Eye	OIII]1660	6765.3055	1660.809	EMISSION	-0.2827	0.0555	-0.3471	0.0482	1.1067e-17	2.1747e-18	9.377e-18	1.3192e-17	0.12809	-0.0552	1.0	0.1599	6764.1097	0.4268	2.873	3.0728	0.0003	15.3641304348	5.08897779004
Cosmic~Eye	OIII1666	6787.062	1666.15	EMISSION	-0.0894	0.0475	0.1989	0.0482	3.4977e-18	1.861e-18	9.377e-18	1.3192e-17	-0.44567	-0.0692	1.0	0.0691	6785.8624	0.8406	2.1003	3.0728	0.0005	3.87572254335	1.8794734014
Cosmic~Eye	SiIII1882	7669.207	1882.707	EMISSION	-0.0182	0.0427	0.2405	0.062	6.8541e-19	1.6065e-18	-3.6463e-18	6.8413e-17	0.063318	-0.1229	1.0	0.0209	7670.5625	2.4803	1.4117	3.0742	0.0013	0.444263628967	0.42664799253
Cosmic~Eye	SiIII1892	7707.1801	1892.029	EMISSION	-0.0111	0.0829	-0.6231	0.1007	4.2269e-19	3.1616e-18	1.8259e-17	3.6902e-17	-0.48335	-0.1442	1.0	0.0055	7708.5424	17.4178	3.2729	3.0742	0.0092	0.23092926491	0.133694964575
Cosmic~Eye	CIII]1906	7766.8732	1906.683	EMISSION	-0.4065	0.1077	-1.1646	0.1055	1.5909e-17	4.2158e-18	2.3421e-17	8.2801e-18	-0.90722	-0.1404	1.0	0.2003	7765.5004	0.8049	3.2983	3.0728	0.0004	8.6858974359	3.77366098961
Cosmic~Eye	CIII]1908	7775.2279	1908.734	EMISSION	-0.3372	0.1205	-1.1056	0.0864	1.3235e-17	4.7284e-18	2.3421e-17	8.2801e-18	-1.2302	-0.0791	1.0	0.166	7775.8726	0.8399	3.3018	3.0738	0.0004	12.788874842	2.79904407411
